Issue Type,Issue key,Issue id,Summary,Custom field (Story Points),Status,Updated,Created,Priority,Resolution,Custom field (Resolution / Mitigation Solution),Custom field (Vertical),Custom field (Responsible Team),Custom field (Client),Custom field (Client),Custom field (Root cause (text))
Task,POSTRCA-31870,16123357,Invincible Wifi Customer unable to access local channel,,Closed,"Feb 27, 2026 1:20 PM","Feb 26, 2026 6:39 AM",Major/Medium,Fixed/Completed,"What is Invincible WiFi?

Invincible WiFi is a Spectrum business internet solution that includes a WiFi 7 router with 5G cellular backup and a battery backup unit. When the primary internet connection goes down, it automatically fails over to 5G cellular to maintain connectivity. It is designed for Spectrum's Mid-Market and Large Business Enterprise customers.

Does the network switch change the IP?

Yes. When the network fails over to the 5G cellular backup, the public IP changes from a Spectrum-assigned IP to a cellular carrier IP (e.g., Verizon). This means the IP is no longer recognized as in-home by our location services.

Are in-home channels streamable after the network switches?

Not currently. When the device switches to cellular backup, the location service returns ""Behind the Modem"" as false to IPVS, which blocks in-home-only channel streams. Executives are in discussions with legal on this, and SDIT has been asked to explore a reliable way to detect when a user is connected to the Invincible WiFi 7 router so that in-home access can be granted in a future update.",IP Video,,,,"What is Invincible WiFi?

Invincible WiFi is a Spectrum business internet solution that includes a WiFi 7 router with 5G cellular backup and a battery backup unit. When the primary internet connection goes down, it automatically fails over to 5G cellular to maintain connectivity. It is designed for Spectrum's Mid-Market and Large Business Enterprise customers.

Does the network switch change the IP?

Yes. When the network fails over to the 5G cellular backup, the public IP changes from a Spectrum-assigned IP to a cellular carrier IP (e.g., Verizon). This means the IP is no longer recognized as in-home by our location services.

Are in-home channels streamable after the network switches?

Not currently. When the device switches to cellular backup, the location service returns ""Behind the Modem"" as false to IPVS, which blocks in-home-only channel streams. Executives are in discussions with legal on this, and SDIT has been asked to explore a reliable way to detect when a user is connected to the Invincible WiFi 7 router so that in-home access can be granted in a future update."
Task,POSTRCA-31618,15421756,Apple Player Freeze Frame At Live Edge For In Progress Recording,,Blocked,"Mar 13, 2026 6:54 AM","Nov 13, 2025 5:54 AM",Major/Medium,,"When an attempt to playback a recording that is still live on Apple TV it will show a brief freeze shot of the live edge before playing back from the beginning. In some instances this is not ideal as it may show the score of a game.  
This has existed since the launch of cDVR on AppleTV and is a limitation of Apple’s player within progress assets.  Created STVFUJI-10761 ticket to file an enhancement request with Apple.  ",IP Video,,,,
Task,POSTRCA-31823,16005498,SCI000012559946 - Customer is receiving local network stations from Duluth MN,,Closed,"Feb 13, 2026 10:51 AM","Feb 11, 2026 12:08 AM",Major/Medium,Fixed/Completed,Working As Designed - Customer is getting correct lineup as per SPA Lineup ID Mapping.,IP Video,,,,Working As Designed - Customer is getting correct lineup as per SPA Lineup ID Mapping.
Task,POSTRCA-31731,15758471,Xumo : Home - Non-entitled Spectrum data available under Sports category,,Closed,"Jan 8, 2026 1:05 PM","Jan 6, 2026 3:03 PM",Major/Medium,Works as designed,Working as designed,IP Video,,,,NA
Task,POSTRCA-31887,16185789,Xumo : STVA - Launching STVA through voice search always launches CH-4000,,Closed,"Mar 6, 2026 10:58 AM","Mar 5, 2026 2:16 PM",Major/Medium,Works as designed,Working as designed,IP Video,,,,Root cause: CH-4000 is marked as Spectrum in the Guide and using voice search for 'Spectrum' launches that channel. However if the user does 'Launch Spectrum' voice search then STVA app is launched with the last streaming channel.
Task,POSTRCA-31829,16036986,CLONE - SCI000012560978 - DVR not recording ,,Closed,"Feb 18, 2026 8:58 PM","Feb 14, 2026 10:01 AM",Major/Medium,Fixed/Completed,Working as designed,Traditional Video,,,,NA
Task,POSTRCA-31678,15601315,Spec Guide: Issues with predictive search for the network INSP,,Closed,"Feb 17, 2026 1:31 PM","Dec 7, 2025 10:21 PM",Major/Medium,Fixed/Completed,Working as designed as customer would need to give the entire string INSP,Traditional Video,,,,Working as designed
Task,POSTRCA-31891,16199350,Cx from ROCH/STCL is receiving GDVR-1002 error while deleting the recordings,,Closed,"Mar 27, 2026 12:02 PM","Mar 9, 2026 5:55 AM",Major/Medium,Fixed/Completed,ZCLIENT-3307,Traditional Video,,,,software defect
Task,POSTRCA-31805,15977059,"CLONE - SCI000012556355 - missing channels 23, 1206, 1207 Fox",,Closed,"Feb 25, 2026 3:29 PM","Feb 6, 2026 12:46 AM",Major/Medium,Fixed/Completed,change the bill codes,Traditional Video,,,,issue with AIU handles not built yet.
Task,POSTRCA-31879,16160601,Legacy Guide-Local News are showing incorrect Cities,,Closed,"Mar 10, 2026 10:37 AM","Mar 3, 2026 10:19 AM",Major/Medium,Fixed/Completed,customer edcaution,Traditional Video,,,,working as designed
Task,POSTRCA-31255,14221397,STVA Audio Muted by Default with AirPods on iOS,,Closed,"Mar 6, 2026 11:43 AM","Jul 2, 2025 1:25 PM",Major/Medium,Fixed/Completed,"iOS devices can detect Bluetooth devices but cannot reliably distinguish between personal devices (AirPods, headphones) and public devices (output speakers). Due to this limitation, the iOS development team has decided not to modify the current behavior",IP Video,,,,"iOS devices can detect Bluetooth devices but cannot reliably distinguish between personal devices (AirPods, headphones) and public devices (output speakers). Due to this limitation, the iOS development team has decided not to modify the current behavior"
Task,POSTRCA-31515,15132942,SG: Washington Series not recording properly (Deleting by itself),,Closed,"Jan 5, 2026 12:14 PM","Oct 10, 2025 8:21 AM",Major/Medium,Fixed/Completed,not able to replicate,Traditional Video,,,,NA
Task,POSTRCA-8595,4624258,Guide Unavailable Error AVNAN-ERR-UNKNOWN - Zodiac sending tcp_rst and then attempting read from same session,,Deployment In Progress,"Mar 27, 2026 10:27 AM","Feb 1, 2021 9:13 PM",Major/Medium,,relaunch guide session,Traditional Video,,Set Top Box,,
Task,POSTRCA-31810,15984133,cDVR and PLTV MOS impairment on 2/5,,Closed,"Feb 9, 2026 3:03 PM","Feb 6, 2026 4:04 PM",Major/Medium,Fixed/Completed,resolved via INC000035939342,IP Video,,,,INC000035939342
Task,POSTRCA-31889,16186427,Spike in stream init failures in CO/WY region on 3/4,,Closed,"Mar 10, 2026 10:12 AM","Mar 5, 2026 2:32 PM",Major/Medium,Fixed/Completed,self resolved,IP Video,,,,Network issue
Task,POSTRCA-31895,16206740,Spike in broken streams on 3/7,,Closed,"Mar 11, 2026 4:13 PM","Mar 9, 2026 2:08 PM",Major/Medium,Fixed/Completed,self-healed,IP Video,,,,Unknown
Task,POSTRCA-31540,15190975,STVA - Vizio TV - Channel back button on his Vizio TV remote is not working,,Closed,"Jan 5, 2026 11:34 AM","Oct 17, 2025 7:45 AM",Major/Medium,Fixed/Completed,software fix,IP Video,,,,software bug
Task,POSTRCA-31543,15214746,Multiple Platforms - STVA/My Library - Recently Watched disappearing,,Blocked,"Mar 30, 2026 9:51 AM","Oct 20, 2025 10:00 PM",Major/Medium,,suggested cache clear and firmware update if the issue still persists,IP Video,,,,Empty
Task,POSTRCA-31752,15844711,Spike in stream init failures and broken streams on 1/19,,Closed,"Jan 29, 2026 9:15 AM","Jan 20, 2026 11:50 AM",Major/Medium,Fixed/Completed,"the impact was mostly on ESPN.
Did not find any related CRQ/INC. ",IP Video,,,,"the impact was mostly on ESPN.
Did not find any related CRQ/INC. "
Task,POSTRCA-31858,16099268,"Front Row | Investigate the accounts with low Impairment Score (till 3/5 event)",,Blocked,"Mar 17, 2026 2:58 PM","Feb 23, 2026 3:18 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31796,15959085,STVA : Auto-Access / BTM Issues Following Recent Modem Swaps,,Pending Fix,"Feb 16, 2026 1:27 PM","Feb 4, 2026 9:55 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31769,15890161,Spec Guide: Chicago PD metadata not updating for certain episodes,,Blocked,"Feb 19, 2026 11:46 AM","Jan 27, 2026 1:08 AM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-31848,16029521,[Exec - Matt Wagner] : ES1 - 3rd Party - Netfliz froze and resulted in box reboot,,Blocked,"Mar 17, 2026 11:52 AM","Feb 13, 2026 7:55 AM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31809,15983708,STVA : Playback - Tracking ticket to disable stream URL requests during broken stream/stream init retry,,Blocked,"Mar 23, 2026 12:12 PM","Feb 6, 2026 2:52 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31798,15960875,Average bitrate drop on VOD streams starting on 1/27,,Pending Fix,"Mar 24, 2026 1:50 PM","Feb 4, 2026 11:39 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31843,16062138,"Xumo : Search -  Unable to watch STVA's live-series program when deeplinking from ""Home>Search"" screen.",,Blocked,"Feb 18, 2026 10:17 AM","Feb 18, 2026 10:16 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31772,15852413,[MSE] [Exec - Sharon Peters] Xumo : 3rd party - Black screen with audio on HBO Max ,,Blocked,"Mar 25, 2026 12:01 PM","Jan 21, 2026 9:28 AM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31771,15868941,[MSE] [Exec-  Ryan Trost] : Xumo : 3rd party - Random CC showing up on Peacock app,,Blocked,"Mar 16, 2026 12:47 PM","Jan 22, 2026 3:10 PM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31707,15683434,Xumo : Investigate multiple Spectrum account association with single Xumo account,,Blocked,"Mar 17, 2026 11:40 AM","Dec 18, 2025 11:32 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31899,16223380,Decrease in auto access success rate on all client types since 3/2,,Open,"Mar 27, 2026 10:03 AM","Mar 11, 2026 10:30 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31883,16172942,Xumo : STVA - Investigate lower MOS score on ES1-B due to higher tune time,,Blocked,"Mar 5, 2026 2:12 PM","Mar 4, 2026 12:05 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31880,16170590,STVA : TVSDK :  Search - Tuning to live channel/network from search results not working,,Blocked,"Mar 25, 2026 3:30 PM","Mar 4, 2026 10:10 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31893,16203896,Xumo : 3rd Party : Paramount+ - Black screen after selecting the profile,,Blocked,"Mar 10, 2026 10:45 AM","Mar 9, 2026 11:57 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31863,16105220,Xumo : Activation - Spectrum app not available even after reboot,,Blocked,"Mar 12, 2026 3:06 PM","Feb 24, 2026 10:14 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31928,16306595,SG: Gold Key not showing on un-entitled channels: SYFY & E!,,Blocked,"Mar 23, 2026 10:04 AM","Mar 23, 2026 10:02 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31886,16180644,Customer Privacy Concern: Wrong Email Addresses Displayed on Paramount Platform,,Blocked,"Mar 25, 2026 11:19 AM","Mar 5, 2026 8:46 AM",Major/Medium,,,Seamless Ent,,,,
Task,POSTRCA-31601,15386856,Spectrum Guide - Channel 17 missing in guide,,Blocked,"Mar 27, 2026 5:01 PM","Nov 9, 2025 11:27 PM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-31644,15499765,"[ECAF - 2254973] Customer is getting ""STBA-3305"" error message during DVR playback",,Pending Fix,"Mar 27, 2026 6:55 AM","Nov 21, 2025 3:17 PM",Major/Medium,,,Traditional Video,,,,Software defect
Task,POSTRCA-31676,15599244,[Exec Escalation]Add more granular error codes for IGE-9000 based on root cause/Symptoms,,Ready For Work,"Mar 4, 2026 2:22 PM","Dec 5, 2025 4:09 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31679,15609456,ES1 : STVA - Investigate higher volume of XSTLP-1138 errors on ES1 as compared to Xi1,,Blocked,"Feb 24, 2026 10:27 AM","Dec 8, 2025 1:48 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31660,15564406,Xumo : Activation - Investigate the multiple EXT Subscriber GUIDs examples from Comcast,,Blocked,"Feb 19, 2026 11:35 AM","Dec 2, 2025 9:57 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31822,16005645,Xumo - 3rd Party : QVC+/HSN+ App not loading ,,Blocked,"Feb 19, 2026 11:51 AM","Feb 10, 2026 9:08 PM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31804,15977211,Spectrum Guide: VOD sessions timing out after 5 minutes,,Blocked,"Mar 12, 2026 1:30 PM","Feb 5, 2026 8:26 PM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-31788,15945852,SCI000012554221 - TVE - unable to access content on univision app,,Blocked,"Mar 23, 2026 10:52 AM","Feb 3, 2026 3:11 AM",Major/Medium,,,IP Video,,,,ACE is misconfigured
Task,POSTRCA-31795,15959152,"Roku: ""We're sorry, something didn't work quite right. Please try again later."" [RDP-1008]",,Blocked,"Mar 20, 2026 12:07 PM","Feb 4, 2026 9:49 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31789,15947847,SCI000012557763 - Unable to playback the recording of asset “137th Rose Parade”,,Pending Fix,"Mar 20, 2026 5:52 AM","Feb 3, 2026 8:42 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31800,15964293,Subscription error as Channel/v3 and blockedChannels api hold stale data from Lantern,,Open,"Feb 4, 2026 3:25 PM","Feb 4, 2026 3:21 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31775,15900900, Non-Pay Disconnect: Service Restoration Failure After Payment,,Open,"Mar 25, 2026 9:53 AM","Jan 27, 2026 3:59 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31841,16062112,Xumo : EPG - Search : Episode numbers of each apps are overlapping on the product page,,Pending Fix,"Mar 17, 2026 11:53 AM","Feb 18, 2026 10:11 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31844,16065560,Xumo : HDMI : Xumo STB not following CEC specifications,,Blocked,"Mar 2, 2026 2:12 PM","Feb 18, 2026 1:39 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31783,15934905,INC000035886295 - Jumpy/Shaky/Blurry video across every channel -- Only affecting Samsung TVs -- Reports from multiple markets,,Blocked,"Mar 27, 2026 11:34 AM","Jan 31, 2026 1:27 PM",Critical/High,,,IP Video,,,,
Task,POSTRCA-31782,15931331,CDVR : My Library Folder To Episode List Counts Discrepancy Due To Duplicates,,Blocked,"Mar 27, 2026 11:08 AM","Jan 30, 2026 1:51 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31777,15924749,English Asset Titles are showing in Spanish ,,Blocked,"Mar 19, 2026 11:21 AM","Jan 30, 2026 5:06 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31842,16062126,Xumo : Search - Voice searching for live asset streaming in STVA and XumoPlay deeplinks to XumoPlay instead of results page,,Blocked,"Mar 4, 2026 11:37 AM","Feb 18, 2026 10:13 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31830,16039051,Apple TV : HLS : Multi-Period Manifest Input and PTS rollover at same time causes errors at the output of JITP manifest,,Blocked,"Mar 26, 2026 6:12 AM","Feb 16, 2026 7:09 AM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31757,15853945,Xi1 : [Exec - Jessica Fischer] : Device lost WIFI connection and could not reconnect,,Blocked,"Feb 17, 2026 3:27 PM","Jan 21, 2026 10:57 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31932,16328261,DVR Recordings are missing on STB's and unable to perform DVR operations like delete/schedule/cancel series etc due to STB Metadata missing,,In Progress,"Mar 27, 2026 12:03 PM","Mar 25, 2026 8:23 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31585,15345264,Roku In-Progress Recording Playback Loop Issue,,Blocked,"Mar 13, 2026 6:55 AM","Nov 4, 2025 1:58 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31642,15490878,Spec Guide: Resume Option missing for all the recordings,,In Progress,"Feb 3, 2026 3:46 PM","Nov 20, 2025 10:14 PM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-31632,15446531,Spec Guide: Single account making multiple IU Middle Post calls ,,In Progress,"Feb 13, 2026 6:03 AM","Nov 17, 2025 5:18 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31513,15128153,Xumo : [Boot-Up] : Long wait time for the box to respond to remote commands in stand by state,,Blocked,"Feb 19, 2026 11:34 AM","Oct 9, 2025 3:53 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31688,15639691,SPA SFV Physical Plant Connection HWD,,Blocked,"Mar 18, 2026 5:49 AM","Dec 11, 2025 10:29 PM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-31377,14633296,STVA : cDVR : [Exec - Sharon Peters] - Playback failures on cDVR ,,Blocked,"Mar 27, 2026 12:59 PM","Aug 19, 2025 1:25 PM",Critical/High,,,IP Video,,,,
Task,POSTRCA-31411,14814793,Xumo : Voice Search - Xumo launching NBC app when searched for 'NBC on Spectrum',,Blocked,"Feb 19, 2026 11:33 AM","Sep 8, 2025 2:15 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31401,14755748,ES1 : Activation - Charter boxes activating with Xumo play as the PVS,,Blocked,"Mar 4, 2026 9:26 AM","Sep 2, 2025 9:36 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31363,14558690,"Roku - STVA - Ch#13-Daystar network - Customer is not getting ""Record"" option, however able to see Record option for same channel/asset on another platform such Android",,Blocked,"Mar 20, 2026 5:58 AM","Aug 14, 2025 7:37 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31334,14496379,Spike in false positive errors(GGU-7001 & GDVR-2007) errors post the deployment of AV 2.24 / SGUI 3.6.0 ,,Pending Fix,"Feb 3, 2026 3:52 PM","Aug 6, 2025 12:46 PM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31428,14857449,STVA: Roku - 'Do you want to continue watching the Spectrum TV' message keeps showing up and the screen turns black upon clicking 'ok',,Blocked,"Mar 26, 2026 4:01 PM","Sep 12, 2025 4:31 AM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31429,14858271,Roku Only : Guide Data Spins and Locks Up After 7 Days Out won't display out to 14 days,,Blocked,"Mar 6, 2026 12:03 PM","Sep 12, 2025 7:01 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31645,15507205,Apple TV : Already recorded movie is showing record option in Guide.,,Blocked,"Mar 27, 2026 12:09 PM","Nov 24, 2025 4:57 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31347,14548002,STVA -Roku - Customer is having no audio on TBS channel. ,,Deployment Pending,"Feb 3, 2026 3:50 PM","Aug 13, 2025 7:30 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31725,15750701,TVSDK : Guide Data Not Refreshing - Cache Causing TBA/TBD on Programs,,Blocked,"Jan 7, 2026 1:48 PM","Jan 5, 2026 4:36 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31897,16216604,STVA: Customer gets logged into old account after account transfer as GetAccountAttributes hold stale cache,,Blocked,"Mar 25, 2026 10:43 AM","Mar 10, 2026 1:43 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31807,15980754,IPVS Entitlements show False for CHTR Accounts,,Pending Fix,"Mar 10, 2026 10:19 AM","Feb 6, 2026 11:14 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31408,14782881,Xumo : STVA [Exec - Matt Wagner] - 'Info Unavailable' on more info banner,,Blocked,"Mar 25, 2026 3:32 PM","Sep 4, 2025 3:21 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31292,14362556,"Roku - STVA - Watchlist - Watchlist only shows 10 assets, no view all, just clear all. ",,Blocked,"Mar 6, 2026 12:04 PM","Jul 22, 2025 7:15 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31187,14037551,Xumo's sending incorrect surround data to surround receiver systems,,Pending Fix,"Mar 17, 2026 11:38 AM","Jun 10, 2025 7:51 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31229,14178636,KUMO is not showing any details or option to delete the recordings older than 3 months ,,In Progress,"Mar 23, 2026 2:32 PM","Jun 26, 2025 3:10 PM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31322,14472140,"Trick Play Delayed | BAYS",,Blocked,"Mar 23, 2026 11:17 AM","Aug 4, 2025 10:55 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31314,14446263,'AVN-SETUP-TIME' error on Guide,,Deployment Pending,"Mar 23, 2026 11:17 AM","Jul 31, 2025 10:34 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31215,14119544,CDVR Apple TV : Select Record From Info Banner Doesn't Actually Schedule Recording,,Blocked,"Mar 27, 2026 12:28 PM","Jun 19, 2025 12:09 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31301,14382412,"[MSE] - Apple TV - Xumo - HBO/MAX App - Upon selecting 'Spectrum' as provider, customer is getting some different email that does not belongs to them. Employee provided video of issue",,Blocked,"Feb 5, 2026 12:46 PM","Jul 24, 2025 3:55 AM",Major/Medium,,,Employee Product Experience,,,,
Task,POSTRCA-31311,14433526,ES1 : [Device] - Investigate higher memory usage on ES1,,Blocked,"Mar 23, 2026 11:32 AM","Jul 30, 2025 9:04 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-30835,13016595,Xumo : Remote - Phantom key press (0) during streaming on STVA,,Pending Fix,"Feb 24, 2026 10:22 AM","Jan 27, 2025 9:28 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-30927,12860292,ES1 : [Matt Wagner] - 3rd Party : Jittery playback on NBA App,,Blocked,"Feb 24, 2026 10:23 AM","Jan 6, 2025 9:26 AM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-30778,12876082, Series recordings are selecting a different CH,,Ready For Work,"Jan 14, 2026 10:54 AM","Jan 8, 2025 2:36 AM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-30873,13164989,"Macro Blocking/Artifacting | Executive Escalation | FTWR",,Blocked,"Mar 27, 2026 1:17 PM","Feb 14, 2025 1:24 PM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-30672,12639766,Spectrum Guide - Unable to delete assets in Manage Series tab,,Pending Fix,"Mar 10, 2026 12:14 PM","Nov 27, 2024 2:35 AM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-30604,12453327,Spec Guide: DVR supported showing as 0 for DVR box model,,Blocked,"Mar 25, 2026 2:27 AM","Oct 30, 2024 6:48 AM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-30393,11995999,Executive Escalation : - Noel Dempsey,,Blocked,"Mar 5, 2026 11:57 AM","Aug 22, 2024 1:34 PM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-30230,11687881,ODN - Auto SDV service group not happening with out a STB reboot during CMTS hot-cuts,,Pending Fix,"Feb 9, 2026 12:04 PM","Jul 8, 2024 11:44 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-30363,11950980,"Apple TV Trick Play 2x, 3x, 4x resume blurry picture CDVR trick play (Legacy & Next Gen)",,Blocked,"Mar 20, 2026 6:04 AM","Aug 15, 2024 12:30 PM",Major/Medium,,,IP Video,,,,"Latest release this is no longer an issue as the whole screen does not move in the background on 1x, 2x, 3x, speeds.  It now moves in the the thumbnail same as 10 sec jumps and no longer shows the blurry pic.  Closing."
Task,POSTRCA-29446,10278409,SCI000012263258 - channel 811 is showing as not subscribed,,Pending Fix,"Feb 19, 2026 11:22 AM","Dec 26, 2023 9:51 PM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-30016,11322950, Increase in ALZC-3002 errors  while launching Netflix/YouTube post deployment of SGC 5.7.4 client code.  It's impacting APP Session KPI by more than 1%.  ,,Deployment Pending,"Feb 3, 2026 3:48 PM","May 6, 2024 10:43 AM",Major/Medium,,,Traditional Video,,,,Empty
Task,POSTRCA-29759,10500000,STB rebooting when ClosedCaption is enabled,,Deployment In Progress,"Mar 23, 2026 11:17 AM","Jan 25, 2024 2:52 PM",Major/Medium,,,Traditional Video,,,,Empty
Epic,POSTRCA-8543,4406286,Parent for AVN-SETUP-TIME,,Deployment In Progress,"Mar 23, 2026 11:17 AM","Dec 16, 2020 4:24 PM",Minor/Low,,,Traditional Video,,Set Top Box,,
Task,POSTRCA-31938,16348255,Spectrum Guide - Garbled audio on live channels and frozen screen while doing fast fast forward on recording,,Open,"Mar 30, 2026 1:09 AM","Mar 27, 2026 12:50 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31207,14107581,STVA : CDVR  - Investigate the missing video segments for recorded assets,,Blocked,"Mar 30, 2026 8:32 AM","Jun 18, 2025 11:39 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31834,16052944,STVA : Audio/Video Sync Issues,,In Progress,"Mar 30, 2026 9:14 AM","Feb 17, 2026 11:34 AM",Critical/High,,,IP Video,,,,
Task,POSTRCA-31722,15730301,"SCI000012545860  - STVA - Several issues - Fast forward, Recording, signal ",,Blocked,"Mar 30, 2026 8:56 AM","Dec 31, 2025 1:26 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-30747,12801893,STVA: WLP-999 error on cdvr recordings,,Pending Fix,"Mar 30, 2026 8:58 AM","Dec 23, 2024 11:06 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31939,16351299,Increase in tune time on cDVR streams on 3/26,,Open,"Mar 30, 2026 8:52 AM","Mar 27, 2026 10:13 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31929,16313789,STVA - Package change on account(Addition/Removal) - Lantern - Watchlive/cDVR capabilities for few devices stuck with capability as FALSE,,Open,"Mar 30, 2026 8:52 AM","Mar 24, 2026 4:02 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31436,14897575,Archive Playback Latency Re-Architect Project Tracking,,Blocked,"Mar 30, 2026 9:26 AM","Sep 15, 2025 1:40 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31403,14768588,"Roku Only : Series Page If Not Entitled To All Airing Channels Not Offering ""More Ways To Watch"" To Record Episode Of Entitled Channel",,Blocked,"Mar 30, 2026 12:43 AM","Sep 3, 2025 11:37 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-30587,12418676,ION - Channel Removal - STLO,,Blocked,"Mar 30, 2026 9:46 AM","Oct 24, 2024 4:03 PM",Trivial,,,Traditional Video,,,,Product Audit
Task,POSTRCA-31808,15983350,Seasonal Sports on STVA,,In Progress,"Mar 30, 2026 9:47 AM","Feb 6, 2026 2:24 PM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31233,14181091,STVA: Program Data Unavailable while launching Guide,,Blocked,"Mar 30, 2026 9:50 AM","Jun 26, 2025 11:19 PM",Major/Medium,,,IP Video,,,,Empty
Task,POSTRCA-31598,15369018,[MSE] [Exec- William Webb] : - IP Video (STVA) - Apple TV Trick Play ,,Pending Fix,"Mar 30, 2026 9:53 AM","Nov 6, 2025 2:03 PM",Critical/High,,,IP Video,AE,,,Empty
Task,POSTRCA-31478,15053139,"Increased Guide Launch Latency | Post - I-frame Changes to support DAA",,Deployment In Progress,"Mar 30, 2026 9:54 AM","Oct 1, 2025 10:26 AM",Major/Medium,,,Traditional Video,,,,
Task,POSTRCA-31941,16363493,"Spike in broken streams in NC, SC, and VA on 3/27",,Open,"Mar 30, 2026 10:22 AM","Mar 30, 2026 10:22 AM",Major/Medium,,,IP Video,,,,
Task,POSTRCA-31245,14212367,"Xumo Gaming Testing | INTERNAL",,Blocked,"Mar 30, 2026 9:46 AM","Jul 1, 2025 2:56 PM",Major/Medium,,,IP Video,SE,,,INTERNAL TESTING
